Energy(eV),eps1,eps2,n,kappa,alpha(cm^-1)
3.973037266287740454e+00,-3.603119485413089920e+17,9.335357918055432000e+16,7.712690972390271723e+07,6.051946040282150507e+08,2.437031885895113125e+14
3.980379294506386945e+00,-3.507269720447139200e+17,9.476353416228176000e+16,7.929902270832265913e+07,5.975075790709344149e+08,2.410523682028703750e+14
3.987721322725033435e+00,-3.418686327130768640e+17,9.613507463612897600e+16,8.142381265428967774e+07,5.903375898418104649e+08,2.385990796171145625e+14
3.995063350943679925e+00,-3.324784622691962240e+17,9.747673316156881600e+16,8.365011782960164547e+07,5.826455221505632401e+08,2.359237209370327500e+14
4.002405379162326859e+00,-3.237607730362785280e+17,9.879269453118248000e+16,8.584122482591719925e+07,5.754385187975273132e+08,2.334336864693078125e+14
4.009747407380973350e+00,-3.145101109005007360e+17,1.000844853891046560e+17,8.814948693458639085e+07,5.676974924617260695e+08,2.307158954818458125e+14
4.017089435599619840e+00,-3.058900891093993600e+17,1.013577635225104000e+17,9.043058317000964284e+07,5.604175046176443100e+08,2.281742956248529062e+14
4.024431463818266330e+00,-2.967291534616709760e+17,1.026197127382382880e+17,9.285410294789700210e+07,5.525857742431753874e+08,2.253968081312488125e+14
4.031773492036912820e+00,-2.881711598691994560e+17,1.038795016188451520e+17,9.526671491232727468e+07,5.452035462461576462e+08,2.227913488312839688e+14
4.039115520255559311e+00,-2.790561098506339520e+17,1.051457079369029600e+17,9.785641987910303473e+07,5.372448126898846626e+08,2.199388910113737812e+14
4.046457548474205801e+00,-2.705412633407558400e+17,1.064363816790567200e+17,1.004593738501682729e+08,5.297483828527687788e+08,2.172641915373678438e+14
4.053799576692852291e+00,-2.614460543321425280e+17,1.077508863875329600e+17,1.032800299321670085e+08,5.216443414002799392e+08,2.143286849802569375e+14
4.061141604911498781e+00,-2.529687178450758400e+17,1.091059651805903200e+17,1.061270438743984550e+08,5.140346946331486106e+08,2.115846176901590625e+14
4.068483633130145272e+00,-2.438734265031217920e+17,1.105132150993388480e+17,1.092511709162255228e+08,5.057758840135501623e+08,2.085615360466404688e+14
4.075825661348791762e+00,-2.354445688384932800e+17,1.119832100577117760e+17,1.124153168808069527e+08,4.980780785257523656e+08,2.057579161581627188e+14
4.083167689567438252e+00,-2.263509670671993280e+17,1.135261045716451840e+17,1.159182992166337073e+08,4.896815487237356901e+08,2.026536740690235625e+14
4.090509717786083854e+00,-2.179974523158605440e+17,1.151505667134331360e+17,1.194648587648519874e+08,4.819432588962798119e+08,1.998098365014231875e+14
4.097851746004730344e+00,-2.089242011791963200e+17,1.168634938199485760e+17,1.234166653827054650e+08,4.734510264783285856e+08,1.966413424231003750e+14
4.105193774223376835e+00,-2.006861766487622400e+17,1.186714020401733760e+17,1.273999777272403836e+08,4.657434175312234759e+08,1.937866757759999688e+14
4.112535802442023325e+00,-1.916725264206620160e+17,1.205737918285710880e+17,1.318529389083072692e+08,4.572283061222476959e+08,1.905839511244755625e+14
4.119877830660669815e+00,-1.835875930407471360e+17,1.225539319681684000e+17,1.362850856759273112e+08,4.496234175601199269e+08,1.877486339653249688e+14
4.127219858879316305e+00,-1.746641036291649600e+17,1.246456713084865440e+17,1.412706069080739021e+08,4.411592546975983977e+08,1.845425530552283750e+14
4.134561887097962796e+00,-1.667845368718146560e+17,1.268195737943275360e+17,1.461838125691622794e+08,4.337674998534014225e+08,1.817732749652453438e+14
4.141903915316609286e+00,-1.580196072964895360e+17,1.290648626803790240e+17,1.516734044356146753e+08,4.254696568611903787e+08,1.786126189717883438e+14
4.149245943535255776e+00,-1.503728531125350080e+17,1.313654972295982080e+17,1.570017514063800871e+08,4.183567891850277781e+08,1.759379490325724062e+14
4.156587971753902266e+00,-1.418054778174283200e+17,1.337182894953269120e+17,1.629465453781121075e+08,4.103133613082682490e+08,1.728606579129817188e+14
4.163929999972548757e+00,-1.344058880393204160e+17,1.360809853521759680e+17,1.686132882977112532e+08,4.035298366042931080e+08,1.703031171550021250e+14
4.171272028191195247e+00,-1.260675034205072640e+17,1.384502596275217440e+17,1.748994457263514102e+08,3.957995951689342260e+08,1.673352298065162500e+14
4.178614056409841737e+00,-1.188934821142601280e+17,1.407892353683343040e+17,1.808058345262373090e+08,3.893381973464577198e+08,1.648932205154320938e+14
4.185956084628488227e+00,-1.107860905247377920e+17,1.430603153478855360e+17,1.872903744736191630e+08,3.819211631936704516e+08,1.620361507764738125e+14
4.193298112847134718e+00,-1.037446822134848800e+17,1.452457733661761280e+17,1.933223174305151701e+08,3.756570252639896274e+08,1.596580348430681250e+14
4.200640141065781208e+00,-9.575203397090107200e+16,1.473094434862351680e+17,1.999279515256618261e+08,3.684063242835937738e+08,1.568505625894925938e+14
4.207982169284427698e+00,-8.882646104130875200e+16,1.495296287351323200e+17,2.062724585374824405e+08,3.624566018055212498e+08,1.545871644031112188e+14
4.215324197503074188e+00,-8.109854792901859200e+16,1.513900265700505600e+17,2.128910508153406382e+08,3.555575163687002659e+08,1.519093030038567500e+14
4.222666225721720679e+00,-7.413907573598174400e+16,1.530560816729925120e+17,2.190067030126883686e+08,3.494324136374151707e+08,1.495524280266930000e+14
4.230008253940367169e+00,-6.638668734203756000e+16,1.545304180710205440e+17,2.256105488607773185e+08,3.424716150271416903e+08,1.468281484691845938e+14
4.237350282159013659e+00,-5.916159008011042400e+16,1.558015651461029440e+17,2.318344314808147550e+08,3.360190377049238086e+08,1.443117775164885625e+14
4.244692310377660149e+00,-5.122174769720162400e+16,1.568656228871882240e+17,2.385318543749200106e+08,3.288148312481352687e+08,1.414624379639893438e+14
4.252034338596306640e+00,-4.352959473410089600e+16,1.577231430839224320e+17,2.450409491743893623e+08,3.218301749469532967e+08,1.386969944732518281e+14
4.259376366814953130e+00,-3.517833955137722800e+16,1.583857827950904960e+17,2.520585908471361697e+08,3.141844566034755707e+08,1.356357703323193750e+14
4.266718395033599620e+00,-2.678924121202713600e+16,1.588737573376662080e+17,2.591594899931314290e+08,3.065173444774816036e+08,1.325539153172194219e+14
4.274060423252246110e+00,-1.775914945731798400e+16,1.592175183974709760e+17,2.668761292406150699e+08,2.982985380717971921e+08,1.292216577479941406e+14
4.281402451470892601e+00,-8.442423693310437000e+15,1.594584038341707200e+17,2.749902844813407660e+08,2.899346137535826564e+08,1.258141957032030156e+14
4.288744479689539091e+00,1.559218823993226000e+15,1.596544147653001600e+17,2.839201007663641572e+08,2.811608166071317196e+08,1.222161204778955156e+14
4.296086507908185581e+00,1.200744385135442000e+16,1.598627529078257600e+17,2.935306694434388876e+08,2.723101357874123454e+08,1.185715099188909062e+14
4.303428536126832071e+00,2.327649006159480800e+16,1.601646383709183360e+17,3.042397573190999031e+08,2.632210855383549929e+08,1.148097567675214219e+14
4.310770564345478562e+00,3.501905635419950400e+16,1.606503836824649600e+17,3.157862616304223537e+08,2.543656947788322568e+08,1.111365660946582656e+14
4.318112592564125052e+00,4.783719196181483200e+16,1.614199558509039680e+17,3.287828532410395145e+08,2.454811044123439193e+08,1.074374164528002188e+14
4.325454620782771542e+00,6.095952317404529600e+16,1.625974926891073920e+17,3.424971663286547661e+08,2.373705663495642841e+08,1.040643921367260781e+14
4.332796649001418032e+00,7.555606138034435200e+16,1.643075980409452800e+17,3.580525441649451256e+08,2.294462093882695735e+08,1.007610581643435625e+14
4.340138677220064523e+00,9.002777787349566400e+16,1.666840658663105280e+17,3.738118435629041195e+08,2.229518255462408662e+08,9.807496567885946875e+13
4.347480705438711013e+00,1.065439029585468640e+17,1.698821250938806720e+17,3.918367356487522125e+08,2.167766695134032965e+08,9.551987127990360938e+13
4.354822733657357503e+00,1.222013580786224480e+17,1.740448230311194880e+17,4.091836543634744287e+08,2.126732350805451870e+08,9.387000575197064062e+13
4.362164761876003993e+00,1.406604798903604000e+17,1.793398323905062080e+17,4.292911828358966112e+08,2.088790074906590283e+08,9.235074133388435938e+13
4.369506790094650484e+00,1.571847249498496000e+17,1.859323125006891520e+17,4.475797025223087668e+08,2.077086063698584437e+08,9.198784315634643750e+13
4.376848818313296974e+00,1.774561154068678720e+17,1.939891410661544320e+17,4.692374776964509487e+08,2.067067852492013872e+08,9.169798749302237500e+13
4.384190846531943464e+00,1.943368338513451520e+17,2.036751182634874560e+17,4.877761967895003557e+08,2.087792717275453806e+08,9.277273391442078125e+13
4.391532874750589954e+00,2.160925265867416960e+17,2.151480931819289600e+17,5.104049492402242422e+08,2.107621541505357027e+08,9.381068185587889062e+13
4.398874902969236445e+00,2.326248231807628160e+17,2.285570844064380160e+17,5.285557501826648116e+08,2.162090605649928153e+08,9.639600308917707812e+13
4.406216931187882935e+00,2.553159641902496640e+17,2.440365604655691520e+17,5.515893342699110508e+08,2.212121820562196076e+08,9.879124084193665625e+13
4.413558959406529425e+00,2.706051960072053440e+17,2.617021466839001600e+17,5.687952050568929911e+08,2.300495365970285833e+08,1.029091097034913281e+14
4.420900987625175027e+00,2.934469606572126080e+17,2.816458134656569280e+17,5.916859682857620716e+08,2.380027823556841612e+08,1.066439808453346406e+14
4.428243015843821517e+00,3.064345398568875520e+17,3.039309920910152320e+17,6.074667797792965174e+08,2.501626444506469369e+08,1.122787143667695469e+14
4.435585044062468008e+00,3.284111127236664960e+17,3.285878153256689920e+17,6.296743312150472403e+08,2.609188583974921405e+08,1.173005114695481719e+14
4.442927072281114498e+00,3.379296952333638400e+17,3.556009663065717760e+17,6.436183249750438929e+08,2.762514307841997147e+08,1.243991022902902344e+14
4.450269100499760988e+00,3.578352787481435520e+17,3.849409322519799040e+17,6.646077697153341770e+08,2.896000842849448323e+08,1.306256553853156562e+14
4.457611128718407478e+00,3.626673499929271680e+17,4.165007013766620160e+17,6.763637335461982489e+08,3.078969796273186803e+08,1.391076882169729844e+14
4.464953156937053969e+00,3.791396581084419200e+17,4.501262320522353280e+17,6.955802123689322472e+08,3.235617000368971229e+08,1.464257783265284688e+14
4.472295185155700459e+00,3.781462106276279680e+17,4.856445691219580160e+17,7.048582251383082867e+08,3.444980506730017662e+08,1.561567476153789062e+14
4.479637213374346949e+00,3.897906814191036160e+17,5.228014111778960640e+17,7.217717224105825424e+08,3.621653460126126409e+08,1.644346210143683125e+14
4.486979241592993439e+00,3.819921104698549120e+17,5.613049056662201600e+17,7.283364783183165789e+08,3.853335116224290729e+08,1.752404526512222812e+14
4.494321269811639930e+00,3.874700698171800320e+17,6.008109848607221760e+17,7.424242297403570414e+08,4.046278130435207486e+08,1.843161420095991250e+14
4.501663298030286420e+00,3.721922589445059200e+17,6.409345505445998080e+17,7.461086807390598059e+08,4.295182237457152009e+08,1.959738521671394375e+14
4.509005326248932910e+00,3.703672015910542720e+17,6.812502027855272960e+17,7.568968247354121208e+08,4.500284454381688237e+08,2.056668230532270938e+14
4.516347354467579400e+00,3.473391056793242880e+17,7.212997902025864960e+17,7.575990203282744884e+08,4.760432437531668544e+08,2.179100537442756875e+14
4.523689382686225890e+00,3.374009176522590080e+17,7.606004359729422080e+17,7.646823127936788797e+08,4.973309982770335674e+08,2.280246677599202500e+14
4.531031410904872381e+00,3.068366174299546240e+17,7.986515639613505280e+17,7.623655716919680834e+08,5.237982889159400463e+08,2.405496193157461562e+14
4.538373439123518871e+00,2.884166747086931840e+17,8.349455281576206080e+17,7.654321967827183008e+08,5.454078961318078041e+08,2.508795001117433438e+14
4.545715467342165361e+00,2.510612689945146240e+17,8.689802091641959680e+17,7.601257587529684305e+08,5.716029217256165743e+08,2.633541787352345000e+14
4.553057495560811851e+00,2.243196129241429760e+17,9.002679287424970240e+17,7.589840488944109678e+08,5.930743406622905731e+08,2.736880245718528438e+14
4.560399523779458342e+00,1.814379747488391680e+17,9.283474691267276800e+17,7.507827843331400156e+08,6.182530343655283451e+08,2.857673936590553125e+14
4.567741551998104832e+00,1.470975120923578560e+17,9.527930695328040960e+17,7.453786229386985302e+08,6.391336162662957907e+08,2.958943750410502500e+14
4.575083580216751322e+00,1.004090515022303680e+17,9.732328066599536640e+17,7.344412096439907551e+08,6.625668561896965504e+08,3.072361153402270000e+14
4.582425608435397812e+00,5.973271255491448800e+16,9.893422616559005440e+17,7.248712128979215622e+08,6.824262324480130672e+08,3.169528503476895000e+14
4.589767636654044303e+00,1.128935899882692400e+16,1.000865237559352576e+18,7.114134748010503054e+08,7.034342706533977985e+08,3.272334927967350625e+14
4.597109664872690793e+00,-3.399610299500529200e+16,1.007616229671748480e+18,6.979231559299408197e+08,7.218676018344455957e+08,3.363457468877992500e+14
4.604451693091337283e+00,-8.195052334599228800e+16,1.009477035117802624e+18,6.822197112027645111e+08,7.398474556958183050e+08,3.452738053525126250e+14
4.611793721309983773e+00,-1.297781818528017760e+17,1.006490723836415104e+18,6.652236212781579494e+08,7.565055506466742754e+08,3.536107979380673125e+14
4.619135749528630264e+00,-1.750717211737877760e+17,9.985957843605905920e+17,6.475934374269760847e+08,7.710051759698338509e+08,3.609620504288322500e+14
4.626477777747276754e+00,-2.232529949824678400e+17,9.859638036136396800e+17,6.275629862487801313e+08,7.855496780547710657e+08,3.683559260476605000e+14
4.633819805965923244e+00,-2.638178231034754560e+17,9.687903434177999360e+17,6.083794807214725018e+08,7.962056365452357531e+08,3.739451586314180625e+14
4.641161834184569734e+00,-3.101345696225037440e+17,9.473395198959884800e+17,5.859514312833390236e+08,8.083771702896472216e+08,3.802631818457309375e+14
4.648503862403216225e+00,-3.442960962920186240e+17,9.219396963608704000e+17,5.656121834432936907e+08,8.149927842327860594e+08,3.839816632109765000e+14
4.655845890621862715e+00,-3.867447737650652160e+17,8.929712071745048320e+17,5.414695735236307383e+08,8.245811499282091856e+08,3.891128067529116250e+14
4.663187918840509205e+00,-4.132915636066652800e+17,8.608577991477093120e+17,5.204016207608190775e+08,8.271090680781782866e+08,3.909212016736156250e+14
4.670529947059155695e+00,-4.502147414294685440e+17,8.260563999482970880e+17,4.952589508437398076e+08,8.339641298163311481e+08,3.947817410878803125e+14
4.677871975277802186e+00,-4.684716305580032000e+17,7.890457210481254400e+17,4.739018878691726923e+08,8.324990269567701817e+08,3.947076938965701250e+14
4.685214003496448676e+00,-4.986570792153630720e+17,7.502963715415430400e+17,4.484603266193043590e+08,8.365248016447905302e+08,3.972389085584799375e+14
4.692556031715095166e+00,-5.084728444056023040e+17,7.103507211475403520e+17,4.272631466387807131e+08,8.312801217888436317e+08,3.953669734220386875e+14
4.699898059933741656e+00,-5.312119197936456960e+17,6.696634657069274880e+17,4.022189281323997974e+08,8.324614020731666088e+08,3.965482795980429375e+14
4.707240088152388147e+00,-5.329704161130249600e+17,6.287018801966041600e+17,3.816021684011281729e+08,8.237661264227049351e+08,3.930192340559966875e+14
4.714582116371034637e+00,-5.480642863764440320e+17,5.879157155757322240e+17,3.575534947899157405e+08,8.221367209977464676e+08,3.928536356641027500e+14
4.721924144589681127e+00,-5.425378912166250240e+17,5.477020748248055680e+17,3.379251620204569101e+08,8.103896015764127970e+08,3.878433876245239375e+14
4.729266172808327617e+00,-5.502304229203143680e+17,5.084389242773512960e+17,3.153925297929158211e+08,8.060414820401550531e+08,3.863622408203496250e+14
4.736608201026974108e+00,-5.384870299008529920e+17,4.704654901725413760e+17,2.971276260617706776e+08,7.916892421082632542e+08,3.800718736387776875e+14
4.743950229245619710e+00,-5.393929472986206720e+17,4.340565304387178240e+17,2.765483610929936171e+08,7.847750909157613516e+08,3.773365371599576250e+14
4.751292257464266200e+00,-5.226807797919790080e+17,3.994603287923671680e+17,2.599683041801525354e+08,7.682865994993556738e+08,3.699802394436724375e+14
4.758634285682912690e+00,-5.176731095644907520e+17,3.668725566405827840e+17,2.416811319472760856e+08,7.590012378802865744e+08,3.660735401980008125e+14
